object_id,object_guid,task_id,task_guid,wbs_code,task_name,role,ifc_relation
P2_S01-028,2FYAuh69zHAhFbkrHm9WqZ,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-029,26DU4CzHbSYxw9$VjOmmRZ,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-030,0L88Z_7ifTSRZI2W9HMHm$,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-031,3KdQMQ129Q4P80ge69whbF,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-032,2a4FnjjHHTlAjSa76$5xfq,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-033,2lEDhdn1DHZf7vzHVHHbC8,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-034,0uoH0Cp1zGuwC1r8gElsL_,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-035,0e4dPUc2fNXvTpoh5cjjln,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-036,2Z1VHf6GDNrvPHZEydfueO,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-037,09mEGyYCjPIBbDDU19wsYo,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-038,2JOfe3QnvLdwyq4kQaEk0Q,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-039,1t9H3LjfHVieDEcXF36dB1,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-040,0L53HJjN5MJw63nY5wqnlv,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-041,1z0a6zANzQoAcgw5a9S3Bs,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-042,20Fpxahf9NuxIsni8Aq$wV,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-043,2XAgoVYEDK4ug7EFHA0YmH,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-044,3Opvc95JnGgOCPNa6AMUNV,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-045,34xxNlGi5OgxGT31dWjdJo,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-046,1h3DN95PXPtxQzA5NZr3b0,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-047,3Qp8qaV9HMYvqvB$4RMy0f,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-048,33WNHxQCTTTg2pJI5MMrKN,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-049,1Zh6yPy8jQv97guz8Iofvn,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-050,28Zm4LgZPUqQFOzZrLK$pb,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-051,10LF5jwzzV1uf$1WcTx9ra,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-052,3v$y$MoN5HHxszDjCr6IYR,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-053,2CeR922uXUSfxLT6aAVjQH,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-054,1TnIJ5veXPKggSxqBl1MT0,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-055,2HFkph9TTSz9r9LUrRPW$k,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-056,3MDHA4TxnT$BkDTI4S2ZlX,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-057,1EgSKxOw5LAhB5XsrsEBmt,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-058,3TsMtmRKHPJhwmB$DMYpr8,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-059,2zplSe$OLKjhMs022tAZl8,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-060,1B9Uy0i75MV8wN6Hlv7kRF,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-061,0ukMzZOOfPywcelatmMrwL,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-062,0fvQpLxVTPghJr1nkEYom_,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-063,1W4rhFmuXNf85W$Dy7hQjN,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-064,3mafPXPM9HaOjEd8xvSRgz,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-065,1vazRs4pjOFvZZ51F1FfQ8,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-066,0_7BhYE1LIVeWAv4K11hTC,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-067,3Qv5nAWajL9fzw9Bki8IpL,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-068,3dmzGbrhPRRxsSXdCu9knd,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-069,1_05nVKXPKJfrGJ$6IgCEv,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-070,2tIGVJCqDOxg$3tYXI4E40,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-071,2mW7$SpirOrAOWldZMr0pX,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-072,1pbKk27x1OYhR3fB11JOaL,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-073,13CQhCYovNa8j1E8rEpWS8,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-074,2yIwy_S3zSe8QNvHAKi7pc,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-075,32d_IhzfzMzAmtZ96dQ4uN,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-076,2y5D8GnnTQlxYr0iywTy5H,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-077,0bn$RJXejHZ8wEbwj_yQ9i,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-078,0WoCZ3EvDHBxwygrqYa79e,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-079,20H4ELDs9Js9ZM$8CALs5O,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-080,1aQbJ3wLTHFusteLLp1RlU,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-081,0rnXdYcv9Q2gyUxki7hxUw,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-082,2GXotVuYLSAQpYYStpxEJQ,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-083,3EWnouTWHS9R7g__9OIOns,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-084,1rD8lAPdPNefMP47f8Ww57,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-085,0KwAp0M1vNTgFXrhd7QnJN,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-086,31SCB912vGTBExQNOevDIF,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-087,2WGw8jTeLJEO7N5I7YbSkl,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-088,0QxP4g9ILSfhBMp7rERhwI,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-089,0lgE5NSDLPDQoaaV7PPqZo,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-090,1RsirfXYvL7fOpdm3k$$pu,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-091,3zenA0YQTSGwObFdbDI7Xn,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-092,068AhrKvTHLQvq0uOt0CYw,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-093,2oEqAYZILO6ALpPfUzLZlL,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-094,29PiFaCOvILRHIxMpDgjJn,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-095,1CtZQAWSXMzepq2uaBNpR5,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-001,3XL$dORZLJbuccbS1wcXL5,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-002,0STGURFt1RWuwFdIFoKMSX,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-003,1pRV0dxOLQy9v2Q0B0JgUQ,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-004,0wqR5kpOjMCAiWqrvCV9_6,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-015,3zGPZ8pg1KLBxIKqG8JOfO,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-016,14jnEuBZ9Te852E2cYwC5z,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-017,06YziVyCrO2AyAeTDGRjQx,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-018,2x$uFWaRLRihGbNemrUHW3,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-019,1vW9PSIvPS4QcvDu96Yems,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-020,1ehiW8qHPNS8t1QhM6fHBM,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-021,2Bs3$hCbLNwRrmFqOHzEFO,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-022,1NmETY7q9NfgSkK1YKkYhz,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-023,0EN$$V2tTPXgzT2qCJFX2u,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-024,27H_KfMsXIyxiAhqfUGLzb,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-025,1r7KgbylbV2ujfkFzZNqVb,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-042,1VYUkiiOHOue5xs$yKADFy,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-043,0zUc5ZUMPMCvVrS0jziVoW,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-044,3PFG1bzcHRxBJsymqcLYh6,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-045,0P7GlhzlbMrfIxv0LvqrEk,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-046,0VXTvsh6DJPvzRlif7TOKB,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-047,18BEJ3$UzLn9jZJLWnSHS_,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-048,0dI0EeZwDJc86wFzU10GqN,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-049,2pwoBG4w9LnPUitYel$2NY,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-050,0n78uH6JHVRg0d3WK0LEpS,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-051,2JIQZzDlzMmfRrwLpERfpw,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-068,06J$AQuHvUNwOKFMR8TSrQ,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-069,0T5wLhx1PRaRnCO6q26nWQ,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-070,3mN3O593DOKBYhTAyFHrKv,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-071,1sHD8RKKnUueguq$MUkn2L,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-072,2SRfZlIufTzOj6j8dZfQNi,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-073,2VIjDjdkPUshXR4MUuZA1d,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-074,062LfGCxXLEx1Yj0ouO_YE,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-075,0LKmWs9M9JhxoYYumW3ZH0,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-076,3nX33k7PzKqeAwRcwGbo5X,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-077,1bKbD4gu5IeeTrep3icamr,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-078,3noRKM0XTPA9h9K_KnRRkH,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-079,2RYiS70pvJ2uCgdJZDup5B,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-080,1uJwEF0Z5Ujxh03wxkCGV6,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-081,3CxKOUw0DKFe2jZImdssAM,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-082,25rrQPT0XJpxjXtWgNEuTx,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-004,1pGR17_lLQfB5Dhng8iwoT,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-005,1D5lnKnWXTDBVP2qySqGv0,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-006,1O0jda4YbRFgQGMfI$OWEL,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-007,3UM1qnkubLlhT31RGncCLg,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-008,3PU_XRvK9Qjw_DaqpcA$jW,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-009,0nI6IK7wzJmfh_ezfkphcl,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-010,3nSKUZE6jL28f9dSelLaE_,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-011,3WJL5_TWXSiA4Ld7l3o6kb,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-012,0Dt9b8EV1K0xJ2Prg3Ngih,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-013,3e09vQxibUqvML_82cDGu_,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-014,2tBDQYDoDLWhZPYWzXywsr,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-015,0pBJHhvLPJoxHa5XOCA2Ig,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-016,3ZKaHgWUrKGv9MTIMhEPQW,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-017,3fcLH6agDMXQPNZ7FJAJRb,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-018,2u7Y7cJeTGt9L_Tben6QhV,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-019,3_puH7FpTTFuG_5qU1BM5I,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-020,3u8OqC_5jK2xza4MoOIPbS,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-021,2Qmyd5yI1PrhwwBi2TCVRO,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-022,3l7096eBPG3hMmb5xUCVPN,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-023,1Yxig0mVXOTgwwJ2EkaXsU,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-024,13D3MjA$1Qffje1Cm8iEfR,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-025,3Tqb34$x1JEPiYpqmuTJTt,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-026,07aXnrCvrORwKh8ZTb6QTH,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-027,2P3TeYJXLQrePyG1iAR7sf,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-028,3FiIGnQZLM49W8b6lmwsNn,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-029,0_DoRG62rJ8v$6tcBCUnG1,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-030,32WmS1wIjSzvFV9j2zXe5M,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-031,1X8sDXN7TL5hElMgbb6SQj,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-032,1JBJ$CL4HJTfr_ieTYIgHe,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-033,2KCFH38IbOOw4J0v0p8stq,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
P2_Y05-034,18XPcFJw5QS9t994ykkanS,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,OUTPUT,IfcRelAssignsToProduct
