task_id,task_guid,wbs_code,wbs_name,kcs_code,kcs_title,role,clauses,edition,revision_date,checked_on,source_url,application_note,status
B_finish,0DRinPDDjLLRxqR$W4uAZ_,PK.40.30.B,모래·콘크리트블록 포장 / B구역,KCS 34 60 15,친환경블록포장,PRIMARY,2.1.1 소형고압블록; 3.2.2 소형고압블록포장,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2015%3A2024-12-10,200×200mm 콘크리트블록을 소형고압블록 계열로 잠정 매칭. 제품 KS·물성은 자재 승인 시 확정한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
B_finish,0DRinPDDjLLRxqR$W4uAZ_,PK.40.30.B,모래·콘크리트블록 포장 / B구역,KCS 34 60 05,조경포장공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
B_finish,0DRinPDDjLLRxqR$W4uAZ_,PK.40.30.B,모래·콘크리트블록 포장 / B구역,KCS 34 60 25,조경포장경계,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2025%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_finish,2ciU9Q1aXTmBj9GQHLSb_L,PK.40.30.C,모래·콘크리트블록 포장 / C구역,KCS 34 60 15,친환경블록포장,PRIMARY,2.1.1 소형고압블록; 3.2.2 소형고압블록포장,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2015%3A2024-12-10,200×200mm 콘크리트블록을 소형고압블록 계열로 잠정 매칭. 제품 KS·물성은 자재 승인 시 확정한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
C_finish,2ciU9Q1aXTmBj9GQHLSb_L,PK.40.30.C,모래·콘크리트블록 포장 / C구역,KCS 34 60 05,조경포장공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_finish,2ciU9Q1aXTmBj9GQHLSb_L,PK.40.30.C,모래·콘크리트블록 포장 / C구역,KCS 34 60 25,조경포장경계,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2025%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_finish,3yndDAaojVGfVpR1$YFOQp,PK.40.30.D,모래·콘크리트블록 포장 / D구역,KCS 34 60 15,친환경블록포장,PRIMARY,2.1.1 소형고압블록; 3.2.2 소형고압블록포장,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2015%3A2024-12-10,200×200mm 콘크리트블록을 소형고압블록 계열로 잠정 매칭. 제품 KS·물성은 자재 승인 시 확정한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
D_finish,3yndDAaojVGfVpR1$YFOQp,PK.40.30.D,모래·콘크리트블록 포장 / D구역,KCS 34 60 05,조경포장공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_finish,3yndDAaojVGfVpR1$YFOQp,PK.40.30.D,모래·콘크리트블록 포장 / D구역,KCS 34 60 25,조경포장경계,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2025%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_soil,3dyUbdsNrVCwHVzxa3$Rzk,PK.50.20.A,식재기반 정비 / A구역,KCS 34 30 10,식재기반 조성,PRIMARY,2.1 토양 관련 재료; 3.1.1 일반식재기반 조성,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2030%2010%3A2024-12-10,식재용 토양·유효토심·배수 기반 검토. 토양 시험 및 현장 적합성은 미확인이다.,MAPPED_NOT_COMPLIANCE_VERIFIED
A_soil,3dyUbdsNrVCwHVzxa3$Rzk,PK.50.20.A,식재기반 정비 / A구역,KCS 34 20 10,조경 토공사,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2020%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_soil,3dyUbdsNrVCwHVzxa3$Rzk,PK.50.20.A,식재기반 정비 / A구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
B_soil,0hBqgI0_nK_8KlMb1sbLCd,PK.50.20.B,식재기반 정비 / B구역,KCS 34 30 10,식재기반 조성,PRIMARY,2.1 토양 관련 재료; 3.1.1 일반식재기반 조성,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2030%2010%3A2024-12-10,식재용 토양·유효토심·배수 기반 검토. 토양 시험 및 현장 적합성은 미확인이다.,MAPPED_NOT_COMPLIANCE_VERIFIED
B_soil,0hBqgI0_nK_8KlMb1sbLCd,PK.50.20.B,식재기반 정비 / B구역,KCS 34 20 10,조경 토공사,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2020%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
B_soil,0hBqgI0_nK_8KlMb1sbLCd,PK.50.20.B,식재기반 정비 / B구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_soil,3phl_q9RzUouelbUOY22gM,PK.50.20.C,식재기반 정비 / C구역,KCS 34 30 10,식재기반 조성,PRIMARY,2.1 토양 관련 재료; 3.1.1 일반식재기반 조성,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2030%2010%3A2024-12-10,식재용 토양·유효토심·배수 기반 검토. 토양 시험 및 현장 적합성은 미확인이다.,MAPPED_NOT_COMPLIANCE_VERIFIED
C_soil,3phl_q9RzUouelbUOY22gM,PK.50.20.C,식재기반 정비 / C구역,KCS 34 20 10,조경 토공사,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2020%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_soil,3phl_q9RzUouelbUOY22gM,PK.50.20.C,식재기반 정비 / C구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_soil,13wPMcmMfMEgX3OeQq2Yv5,PK.50.20.D,식재기반 정비 / D구역,KCS 34 30 10,식재기반 조성,PRIMARY,2.1 토양 관련 재료; 3.1.1 일반식재기반 조성,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2030%2010%3A2024-12-10,식재용 토양·유효토심·배수 기반 검토. 토양 시험 및 현장 적합성은 미확인이다.,MAPPED_NOT_COMPLIANCE_VERIFIED
D_soil,13wPMcmMfMEgX3OeQq2Yv5,PK.50.20.D,식재기반 정비 / D구역,KCS 34 20 10,조경 토공사,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2020%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_soil,13wPMcmMfMEgX3OeQq2Yv5,PK.50.20.D,식재기반 정비 / D구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_trees,0So0jbh9rNau6qaei8hHvw,PK.50.30.A,교목 식재(구덩이 포함) / A구역,KCS 34 40 10,일반식재기반 식재,PRIMARY,3.1.1 식재구덩이 굴착; 3.1.3 식재; 3.1.5 지주세우기; 3.1.7 관수,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10,신규 교목의 굴착·식재·지주·관수. 규격·분 상태·식재시기를 함께 확인한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
A_trees,0So0jbh9rNau6qaei8hHvw,PK.50.30.A,교목 식재(구덩이 포함) / A구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_trees,0So0jbh9rNau6qaei8hHvw,PK.50.30.A,교목 식재(구덩이 포함) / A구역,KCS 34 30 10,식재기반 조성,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2030%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
B_trees,24LdlA5grQvwnUaOYHVOox,PK.50.30.B,교목 식재(구덩이 포함) / B구역,KCS 34 40 10,일반식재기반 식재,PRIMARY,3.1.1 식재구덩이 굴착; 3.1.3 식재; 3.1.5 지주세우기; 3.1.7 관수,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10,신규 교목의 굴착·식재·지주·관수. 규격·분 상태·식재시기를 함께 확인한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
B_trees,24LdlA5grQvwnUaOYHVOox,PK.50.30.B,교목 식재(구덩이 포함) / B구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
B_trees,24LdlA5grQvwnUaOYHVOox,PK.50.30.B,교목 식재(구덩이 포함) / B구역,KCS 34 30 10,식재기반 조성,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2030%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_trees,2fkikDmWfJ1vR$Sq8fBH35,PK.50.30.C,교목 식재(구덩이 포함) / C구역,KCS 34 40 10,일반식재기반 식재,PRIMARY,3.1.1 식재구덩이 굴착; 3.1.3 식재; 3.1.5 지주세우기; 3.1.7 관수,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10,신규 교목의 굴착·식재·지주·관수. 규격·분 상태·식재시기를 함께 확인한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
C_trees,2fkikDmWfJ1vR$Sq8fBH35,PK.50.30.C,교목 식재(구덩이 포함) / C구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_trees,2fkikDmWfJ1vR$Sq8fBH35,PK.50.30.C,교목 식재(구덩이 포함) / C구역,KCS 34 30 10,식재기반 조성,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2030%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_trees,1EdgMDHArHZvmYZkI7HuMq,PK.50.30.D,교목 식재(구덩이 포함) / D구역,KCS 34 40 10,일반식재기반 식재,PRIMARY,3.1.1 식재구덩이 굴착; 3.1.3 식재; 3.1.5 지주세우기; 3.1.7 관수,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10,신규 교목의 굴착·식재·지주·관수. 규격·분 상태·식재시기를 함께 확인한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
D_trees,1EdgMDHArHZvmYZkI7HuMq,PK.50.30.D,교목 식재(구덩이 포함) / D구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_trees,1EdgMDHArHZvmYZkI7HuMq,PK.50.30.D,교목 식재(구덩이 포함) / D구역,KCS 34 30 10,식재기반 조성,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2030%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,KCS 34 40 10,일반식재기반 식재,PRIMARY,3.1.1 식재구덩이 굴착; 3.1.3 식재; 3.1.7 관수,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10,관목의 배식 간격·식재·관수. 품셈의 단식/군식 판정과 시방 적용은 서로 다른 정보이다.,MAPPED_NOT_COMPLIANCE_VERIFIED
A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,KCS 34 30 10,식재기반 조성,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2030%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,KCS 34 40 10,일반식재기반 식재,PRIMARY,3.1.1 식재구덩이 굴착; 3.1.3 식재; 3.1.7 관수,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10,관목의 배식 간격·식재·관수. 품셈의 단식/군식 판정과 시방 적용은 서로 다른 정보이다.,MAPPED_NOT_COMPLIANCE_VERIFIED
B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40.B,관목 식재 / B구역,KCS 34 30 10,식재기반 조성,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2030%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,KCS 34 40 10,일반식재기반 식재,PRIMARY,3.1.1 식재구덩이 굴착; 3.1.3 식재; 3.1.7 관수,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10,관목의 배식 간격·식재·관수. 품셈의 단식/군식 판정과 시방 적용은 서로 다른 정보이다.,MAPPED_NOT_COMPLIANCE_VERIFIED
C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,KCS 34 30 10,식재기반 조성,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2030%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,KCS 34 40 10,일반식재기반 식재,PRIMARY,3.1.1 식재구덩이 굴착; 3.1.3 식재; 3.1.7 관수,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10,관목의 배식 간격·식재·관수. 품셈의 단식/군식 판정과 시방 적용은 서로 다른 정보이다.,MAPPED_NOT_COMPLIANCE_VERIFIED
D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,KCS 34 30 10,식재기반 조성,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2030%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_turf,2vCwpNLMPUVeYPeZCgPZF8,PK.50.50.A,평떼 잔디붙임 / A구역,KCS 34 40 25,잔디식재,PRIMARY,2.1.1 잔디; 3.1.1 잔디식재 시공일반,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2025%3A2024-12-10,300×300mm 평떼 전면붙임. 반입 후 1일 이내 식재 조건을 고려한 반입 분할 계획은 아직 모델화하지 않았다.,MAPPED_NOT_COMPLIANCE_VERIFIED
A_turf,2vCwpNLMPUVeYPeZCgPZF8,PK.50.50.A,평떼 잔디붙임 / A구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_turf,2vCwpNLMPUVeYPeZCgPZF8,PK.50.50.A,평떼 잔디붙임 / A구역,KCS 34 30 10,식재기반 조성,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2030%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
B_turf,2T1IF9gVHSD82oYe08_sRB,PK.50.50.B,평떼 잔디붙임 / B구역,KCS 34 40 25,잔디식재,PRIMARY,2.1.1 잔디; 3.1.1 잔디식재 시공일반,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2025%3A2024-12-10,300×300mm 평떼 전면붙임. 반입 후 1일 이내 식재 조건을 고려한 반입 분할 계획은 아직 모델화하지 않았다.,MAPPED_NOT_COMPLIANCE_VERIFIED
B_turf,2T1IF9gVHSD82oYe08_sRB,PK.50.50.B,평떼 잔디붙임 / B구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
B_turf,2T1IF9gVHSD82oYe08_sRB,PK.50.50.B,평떼 잔디붙임 / B구역,KCS 34 30 10,식재기반 조성,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2030%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_turf,18Tkd5H2bNbfp2DnQiAhYt,PK.50.50.C,평떼 잔디붙임 / C구역,KCS 34 40 25,잔디식재,PRIMARY,2.1.1 잔디; 3.1.1 잔디식재 시공일반,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2025%3A2024-12-10,300×300mm 평떼 전면붙임. 반입 후 1일 이내 식재 조건을 고려한 반입 분할 계획은 아직 모델화하지 않았다.,MAPPED_NOT_COMPLIANCE_VERIFIED
C_turf,18Tkd5H2bNbfp2DnQiAhYt,PK.50.50.C,평떼 잔디붙임 / C구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_turf,18Tkd5H2bNbfp2DnQiAhYt,PK.50.50.C,평떼 잔디붙임 / C구역,KCS 34 30 10,식재기반 조성,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2030%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_turf,1xqy6j7lDSUQrwc6EQSc0d,PK.50.50.D,평떼 잔디붙임 / D구역,KCS 34 40 25,잔디식재,PRIMARY,2.1.1 잔디; 3.1.1 잔디식재 시공일반,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2025%3A2024-12-10,300×300mm 평떼 전면붙임. 반입 후 1일 이내 식재 조건을 고려한 반입 분할 계획은 아직 모델화하지 않았다.,MAPPED_NOT_COMPLIANCE_VERIFIED
D_turf,1xqy6j7lDSUQrwc6EQSc0d,PK.50.50.D,평떼 잔디붙임 / D구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_turf,1xqy6j7lDSUQrwc6EQSc0d,PK.50.50.D,평떼 잔디붙임 / D구역,KCS 34 30 10,식재기반 조성,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2030%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_mulch,0qcn$1YPnK4RH8XJ8hOzYX,PK.50.60.A,수목 하부 멀칭 / A구역,KCS 34 40 10,일반식재기반 식재,PRIMARY,2.2.1 멀칭재,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10,수목 하부 멀칭재 품질 기준. 두께·시공 범위는 설계 가정이며 해당 조항이 수치를 확정하지 않는다.,MAPPED_NOT_COMPLIANCE_VERIFIED
A_mulch,0qcn$1YPnK4RH8XJ8hOzYX,PK.50.60.A,수목 하부 멀칭 / A구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
B_mulch,34hj5tkgTNLQ5jAjR8d_3I,PK.50.60.B,수목 하부 멀칭 / B구역,KCS 34 40 10,일반식재기반 식재,PRIMARY,2.2.1 멀칭재,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10,수목 하부 멀칭재 품질 기준. 두께·시공 범위는 설계 가정이며 해당 조항이 수치를 확정하지 않는다.,MAPPED_NOT_COMPLIANCE_VERIFIED
B_mulch,34hj5tkgTNLQ5jAjR8d_3I,PK.50.60.B,수목 하부 멀칭 / B구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_mulch,18HPlXDF9SXuOM7vaDyxua,PK.50.60.C,수목 하부 멀칭 / C구역,KCS 34 40 10,일반식재기반 식재,PRIMARY,2.2.1 멀칭재,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10,수목 하부 멀칭재 품질 기준. 두께·시공 범위는 설계 가정이며 해당 조항이 수치를 확정하지 않는다.,MAPPED_NOT_COMPLIANCE_VERIFIED
C_mulch,18HPlXDF9SXuOM7vaDyxua,PK.50.60.C,수목 하부 멀칭 / C구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_mulch,3jIwiso2zK08gyhvYvk2yk,PK.50.60.D,수목 하부 멀칭 / D구역,KCS 34 40 10,일반식재기반 식재,PRIMARY,2.2.1 멀칭재,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10,수목 하부 멀칭재 품질 기준. 두께·시공 범위는 설계 가정이며 해당 조항이 수치를 확정하지 않는다.,MAPPED_NOT_COMPLIANCE_VERIFIED
D_mulch,3jIwiso2zK08gyhvYvk2yk,PK.50.60.D,수목 하부 멀칭 / D구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_bench,1JxWIS5BLTD9df1rvsFUAo,PK.60.10.A,벤치 설치 / A구역,KCS 34 50 20,옥외시설물,PRIMARY,2.1.11 옥외용 벤치; 3.2.2 의자,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2020%3A2024-12-10,벤치 높이·기초·앵커·체결·마감 확인. 재료별 관련 시방을 함께 검토한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
A_bench,1JxWIS5BLTD9df1rvsFUAo,PK.60.10.A,벤치 설치 / A구역,KCS 34 50 05,조경시설물공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_bench,1JxWIS5BLTD9df1rvsFUAo,PK.60.10.A,벤치 설치 / A구역,KCS 34 50 15,현장제작설치 시설,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2015%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_bench,2ZZuVLGG5HL9UR2dcuTRnL,PK.60.10.C,벤치 설치 / C구역,KCS 34 50 20,옥외시설물,PRIMARY,2.1.11 옥외용 벤치; 3.2.2 의자,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2020%3A2024-12-10,벤치 높이·기초·앵커·체결·마감 확인. 재료별 관련 시방을 함께 검토한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
C_bench,2ZZuVLGG5HL9UR2dcuTRnL,PK.60.10.C,벤치 설치 / C구역,KCS 34 50 05,조경시설물공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_bench,2ZZuVLGG5HL9UR2dcuTRnL,PK.60.10.C,벤치 설치 / C구역,KCS 34 50 15,현장제작설치 시설,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2015%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
