object_id,ifc_guid,kind,category,name,specification,quantity,unit,zone,inventory_role,primary_wbs,wbs_codes,task_ids,task_count,library_global_id,quantity_note
P2_B01-048,2cDDBk8$jVQO48UKV6WzuL,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-049,04g2Xc0AfLTAj0qAXnSX4J,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-050,3rO35tUG9PKATzQZubieoZ,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-051,3xV4f1MX1Lxw0gtDzWgBva,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-052,2sBN4BQXTSshFOjFM6ERAs,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-053,1ajY79SRvGSh5cvvoEhz3S,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-054,3fgYBR$Q9Ngx9QHat3nhpK,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-055,23Sbx_2_zUifsTqcHL$L89,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-056,395XnGulLH89_eigmczpMo,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-057,1R0dyVnPrVABvo25tbiYEB,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-058,0$LpI2kc1J8gxZG5bLB5fb,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-059,3YnjIpIPDRbhsJ7Ji6IWaj,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-060,1lFrzKO2bTI8HXaa4SRk2T,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-061,3nU29njE1MaxmEh$sOI3BP,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-062,0EOkSRN0rQWuCS16vz7zfI,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-063,2m52Od0gzVJevfHNKjqRpj,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-064,0XvCGVF51JLhcIvRx0BCUA,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-065,2TYYhIYV9TNxG3AlZCmvf8,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-066,0TOtWmCkzPyv9Cz4f0e$Lg,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-067,3mGKWp07DO6wOgJxWl8mMm,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-068,3RmEdSacvNGhmTNagDcbXm,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-069,3Y8ZM8XrnLlvaGTHLoifh9,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-070,1hku96nQLH784r$ccuajly,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-071,15oI82TfHItQn6tvOsGP6R,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-072,33PyTiASXPnefZrjcqzYDF,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-073,0$3QLzKsXQ6gGCLfRhLRxh,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-074,1E5IZPZjjSFOZNCMD$9kIF,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-075,3Y5WSVZzjGD9uctUBH6tRc,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-076,15IQz0rijRmANeCkhQXxK9,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-077,33LHln0ZLRu9fwJkYIoL5M,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-078,0vd57zx7XKOxwfQgFFTmZ_,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-079,1I7V25gcLQugQN8VMmyr54,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-080,1yM8g6kBrR0B4eyCb27xky,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B01-081,1DyxVnh3vIyAJGdNUEvc$j,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_Y01-001,0M0iH79kLHGxJ5LaEtPSdE,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-002,26dTlXDoLUpvUY0_NJbnPa,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-003,1_QMF7AjTLwxAa6M2esmin,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-004,27ol26vjjI98uAomxzmXhe,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-005,0H62th8YfSwBrmUMmKkUdI,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-006,2sx4PJPELNI9FFyTorSMcU,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-007,2juDyzDpLKqwUvwlIWmBbp,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-008,1Spe8uX2fO5eB_i34LUJN4,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-009,1WV8L4uPTGnBLBHCXujZks,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-010,3rkGdSLtzGs8BTWe9iym6$,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-011,0fD$KA1qjItOrT87CcHsIo,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-012,1qlySKqdTL$wS_umVyqlts,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-013,0SULF2RtHGmAbm4oVaNZX1,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-014,1v4XrGxeDKQxXz8e4BXrjo,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-015,1FM45rqUnI7QVLxZp9XuTX,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-016,1WAb7piRzK5PWv8Vq19fox,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-017,0W2V_mPknGlw2xVLh09_Pu,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-018,2eF$vPKYbVSheIYqySNQuX,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-019,0UtrvUQr5NrQpWCni3uynJ,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-020,3Bynax09zRPv0s2q6dEyVb,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-021,3HcPo0izXVcRSmIHIJA75C,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-022,2ajIYGPATPvfScuQMYAhsP,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-023,1VzQIwjKrSO8$WqG7prtgh,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-024,2EcvYWzO9TzAGtsLrJF2ei,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-025,2dZQTskgXQmOYCHl$9mxNb,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-026,0dclXMfkjMLQyAAU4k2dK1,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-027,3XDphuOCfRHOL6tN$kqRjN,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y01-028,0VrfpolUXK1hwTeI6KThaf,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_B02-001,19UnKf3ZTMQfBwHarOCGAY,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-002,1KVBzha2fTWx36YZlxFruC,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-003,1EK_2fDcfO_xt2TpAHPtWW,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-004,26Hr2WtizQhOz5LWnyNFVE,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-005,3H0A2HlqXTJRH8_XL5Ozu5,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-006,1AouH4RYvJvQ_hvuDBdGBW,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-007,0moY_eYEfKGgdIiWoO0O1N,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-008,0rDyWfuvHNRw1l$qGsbx4G,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-009,3756lQSr5NYurbLUZNgGb9,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-010,1qaZEMQ5jInwicnhrMFZhb,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-011,0miIjqtkTPJhDUU6saWJPN,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-012,2T8B915TXIigfNz$wxZetq,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-013,19uBlnQgvMg8Gn_anAYAQ4,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-014,2AxRulHYPH$xp15rZ$dbtj,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-015,0osYJtEs5Sbgod4deKoahE,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-016,2IAkCIY$DUSxNvkQRbEImD,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-017,2CCjCsUd5IhvFwiUJt2ajj,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-018,3MSPqxHKPPoeuMNt2rxo1M,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-019,3MWXbq4V5GuwUE0nASlF8n,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-020,3ntOA1hurTSgeIwv2XPgYb,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-021,3QRKInOOHMdO6axKABKzpV,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-022,0i8jfoPVnVfv66xj_BVgw_,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-023,1nQZ7ZgV1HDAtptTHMz60i,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-024,0M_STCtu1HHhnwkyyP81xh,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-025,1oSsFcVCvNyOLUUbWRbZgn,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-026,1lnpOFZEvUW8xp0ueciVA_,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-027,0ZQjG$VzTSYR0vPnJIPxHJ,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-028,1wFQwB9uTKHOb_VjXq8KhC,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-029,0Q01wiuVTKdvE$bhYvVQHE,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-030,0wF4F$v7DNBOzCik2mhtXC,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-031,1ng29UucXRYfR6dKQy201V,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-032,1BLI$XFK5KZPMkmZXIYPWh,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
