wbs_code,wbs_name,task_id,task_guid,parent_wbs_code,ifc_predefined_type,zone_id,work_zones,quantity,unit,productivity,required_resource_bundle,norm_work_hours,planned_net_work_hours,planned_8h_crew_days,setup_hours,travel_allowance_hours,norm_status,norm_references,norm_breakdown,equipment_requirement,included_work,predecessors,predecessor_lags,input_object_ids,output_object_ids,scope_object_ids,legacy_priority_code,kcs_primary,kcs_title,kcs_edition,kcs_revision_date,kcs_clauses,kcs_related,kcs_note,kcs_status,kcs_url
PK.40.20.D,포장 기층 검사 / D구역,D_pavecheck,1mFe$AFOnLlP1bScivpQVV,PK.40.20,INSPECTION,D,"[""D""]",1,ea,2,"{""inspector"": 1}",,0.5,0.0625,0.2,0.03,ASSUMED_NOT_VERIFIED,[],[],기존 합성모델 장비 가정,기존 작업 범위; 세부 내역은 검토서 참조,"[""D_subbase""]","{""D_subbase"": 0}","[""plaza_D"", ""walkway_D""]",[],"[""ZONE_D""]",41,KCS 34 60 05,조경포장공통,2024,2024-12-10,3.4 시공허용오차; 3.6 현장품질관리,"[""KCS 34 60 15"", ""KCS 34 10 10""]",포장 기층 검사. 시험·검측을 통과했다는 의미가 아닌 기준 연결이다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10
PK.40.30.A,모래·콘크리트블록 포장 / A구역,A_finish,3l7YMsKq9LKQ4fikZrT1Lj,PK.40.30,CONSTRUCTION,A,"[""A""]",80.0,m2,37.5,"{""crew_paver"": 3, ""crew_special"": 2, ""crew_general"": 2, ""excavator"": 1, ""plate_compactor"": 1}",2.1333333333333333,2.1333333333333333,0.26666666666666666,0,0.15,2026_NORM_CONDITIONAL,"[""토목 1-7-1 보도용 블록 설치(소형) / 인쇄318 / PDF374""]","[{""rate_key"": ""PAVING_A"", ""quantity"": 80.0, ""daily_output"": 300, ""hours"": 2.1333333333333333, ""status"": ""CONDITIONAL_SITE""}]",굴착기 0.6㎥ 1대 + 플레이트콤팩터 1.5ton 1대,깔기모래·블록 절단 및 설치·줄눈채움·후다짐,"[""A_pavecheck""]","{""A_pavecheck"": 0}",[],"[""plaza_A"", ""walkway_A""]","[""ZONE_A""]",42,KCS 34 60 15,친환경블록포장,2024,2024-12-10,2.1.1 소형고압블록; 3.2.2 소형고압블록포장,"[""KCS 34 60 05"", ""KCS 34 60 25""]",200×200mm 콘크리트블록을 소형고압블록 계열로 잠정 매칭. 제품 KS·물성은 자재 승인 시 확정한다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2015%3A2024-12-10
PK.40.30.B,모래·콘크리트블록 포장 / B구역,B_finish,0DRinPDDjLLRxqR$W4uAZ_,PK.40.30,CONSTRUCTION,B,"[""B""]",50.0,m2,37.5,"{""crew_paver"": 3, ""crew_special"": 2, ""crew_general"": 2, ""excavator"": 1, ""plate_compactor"": 1}",1.3333333333333333,1.3333333333333333,0.16666666666666666,0,0.15,2026_NORM_CONDITIONAL,"[""토목 1-7-1 보도용 블록 설치(소형) / 인쇄318 / PDF374""]","[{""rate_key"": ""PAVING_A"", ""quantity"": 50.0, ""daily_output"": 300, ""hours"": 1.3333333333333333, ""status"": ""CONDITIONAL_SITE""}]",굴착기 0.6㎥ 1대 + 플레이트콤팩터 1.5ton 1대,깔기모래·블록 절단 및 설치·줄눈채움·후다짐,"[""B_pavecheck""]","{""B_pavecheck"": 0}",[],"[""walkway_B""]","[""ZONE_B""]",42,KCS 34 60 15,친환경블록포장,2024,2024-12-10,2.1.1 소형고압블록; 3.2.2 소형고압블록포장,"[""KCS 34 60 05"", ""KCS 34 60 25""]",200×200mm 콘크리트블록을 소형고압블록 계열로 잠정 매칭. 제품 KS·물성은 자재 승인 시 확정한다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2015%3A2024-12-10
PK.40.30.C,모래·콘크리트블록 포장 / C구역,C_finish,2ciU9Q1aXTmBj9GQHLSb_L,PK.40.30,CONSTRUCTION,C,"[""C""]",96.0,m2,37.5,"{""crew_paver"": 3, ""crew_special"": 2, ""crew_general"": 2, ""excavator"": 1, ""plate_compactor"": 1}",2.56,2.56,0.32,0,0.1,2026_NORM_CONDITIONAL,"[""토목 1-7-1 보도용 블록 설치(소형) / 인쇄318 / PDF374""]","[{""rate_key"": ""PAVING_A"", ""quantity"": 96.0, ""daily_output"": 300, ""hours"": 2.56, ""status"": ""CONDITIONAL_SITE""}]",굴착기 0.6㎥ 1대 + 플레이트콤팩터 1.5ton 1대,깔기모래·블록 절단 및 설치·줄눈채움·후다짐,"[""C_pavecheck""]","{""C_pavecheck"": 0}",[],"[""plaza_C"", ""walkway_C""]","[""ZONE_C""]",42,KCS 34 60 15,친환경블록포장,2024,2024-12-10,2.1.1 소형고압블록; 3.2.2 소형고압블록포장,"[""KCS 34 60 05"", ""KCS 34 60 25""]",200×200mm 콘크리트블록을 소형고압블록 계열로 잠정 매칭. 제품 KS·물성은 자재 승인 시 확정한다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2015%3A2024-12-10
PK.40.30.D,모래·콘크리트블록 포장 / D구역,D_finish,3yndDAaojVGfVpR1$YFOQp,PK.40.30,CONSTRUCTION,D,"[""D""]",132.0,m2,37.5,"{""crew_paver"": 3, ""crew_special"": 2, ""crew_general"": 2, ""excavator"": 1, ""plate_compactor"": 1}",3.52,3.52,0.44,0,0.1,2026_NORM_CONDITIONAL,"[""토목 1-7-1 보도용 블록 설치(소형) / 인쇄318 / PDF374""]","[{""rate_key"": ""PAVING_A"", ""quantity"": 132.0, ""daily_output"": 300, ""hours"": 3.52, ""status"": ""CONDITIONAL_SITE""}]",굴착기 0.6㎥ 1대 + 플레이트콤팩터 1.5ton 1대,깔기모래·블록 절단 및 설치·줄눈채움·후다짐,"[""D_pavecheck""]","{""D_pavecheck"": 0}",[],"[""plaza_D"", ""walkway_D""]","[""ZONE_D""]",42,KCS 34 60 15,친환경블록포장,2024,2024-12-10,2.1.1 소형고압블록; 3.2.2 소형고압블록포장,"[""KCS 34 60 05"", ""KCS 34 60 25""]",200×200mm 콘크리트블록을 소형고압블록 계열로 잠정 매칭. 제품 KS·물성은 자재 승인 시 확정한다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2015%3A2024-12-10
PK.50.20.A,식재기반 정비 / A구역,A_soil,3dyUbdsNrVCwHVzxa3$Rzk,PK.50.20,CONSTRUCTION,A,"[""A""]",410.70000000000005,m2,45,"{""excavator"": 1, ""crew_landscaper"": 1, ""crew_general"": 2}",,9.126666666666667,1.1408333333333334,0.2,0.15,ASSUMED_NOT_VERIFIED,[],[],기존 합성모델 장비 가정,기존 작업 범위; 세부 내역은 검토서 참조,"[""A_curb""]","{""A_curb"": 0}","[""green_A"", ""lawn_A""]","[""shrub_A""]","[""ZONE_A""]",32,KCS 34 30 10,식재기반 조성,2024,2024-12-10,2.1 토양 관련 재료; 3.1.1 일반식재기반 조성,"[""KCS 34 20 10"", ""KCS 34 40 05""]",식재용 토양·유효토심·배수 기반 검토. 토양 시험 및 현장 적합성은 미확인이다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2030%2010%3A2024-12-10
PK.50.20.B,식재기반 정비 / B구역,B_soil,0hBqgI0_nK_8KlMb1sbLCd,PK.50.20,CONSTRUCTION,B,"[""B""]",442.50000000000006,m2,45,"{""excavator"": 1, ""crew_landscaper"": 1, ""crew_general"": 2}",,9.833333333333334,1.2291666666666667,0.2,0.15,ASSUMED_NOT_VERIFIED,[],[],기존 합성모델 장비 가정,기존 작업 범위; 세부 내역은 검토서 참조,"[""B_curb""]","{""B_curb"": 0}","[""green_B"", ""lawn_B""]","[""shrub_B""]","[""ZONE_B""]",32,KCS 34 30 10,식재기반 조성,2024,2024-12-10,2.1 토양 관련 재료; 3.1.1 일반식재기반 조성,"[""KCS 34 20 10"", ""KCS 34 40 05""]",식재용 토양·유효토심·배수 기반 검토. 토양 시험 및 현장 적합성은 미확인이다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2030%2010%3A2024-12-10
PK.50.20.C,식재기반 정비 / C구역,C_soil,3phl_q9RzUouelbUOY22gM,PK.50.20,CONSTRUCTION,C,"[""C""]",393.52250000000004,m2,45,"{""excavator"": 1, ""crew_landscaper"": 1, ""crew_general"": 2}",,8.744944444444446,1.0931180555555557,0.2,0.1,ASSUMED_NOT_VERIFIED,[],[],기존 합성모델 장비 가정,기존 작업 범위; 세부 내역은 검토서 참조,"[""C_curb""]","{""C_curb"": 0}","[""green_C"", ""lawn_C""]","[""shrub_C""]","[""ZONE_C""]",32,KCS 34 30 10,식재기반 조성,2024,2024-12-10,2.1 토양 관련 재료; 3.1.1 일반식재기반 조성,"[""KCS 34 20 10"", ""KCS 34 40 05""]",식재용 토양·유효토심·배수 기반 검토. 토양 시험 및 현장 적합성은 미확인이다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2030%2010%3A2024-12-10
PK.50.20.D,식재기반 정비 / D구역,D_soil,13wPMcmMfMEgX3OeQq2Yv5,PK.50.20,CONSTRUCTION,D,"[""D""]",356.9225,m2,45,"{""excavator"": 1, ""crew_landscaper"": 1, ""crew_general"": 2}",,7.931611111111112,0.991451388888889,0.2,0.1,ASSUMED_NOT_VERIFIED,[],[],기존 합성모델 장비 가정,기존 작업 범위; 세부 내역은 검토서 참조,"[""D_curb""]","{""D_curb"": 0}","[""green_D"", ""lawn_D""]","[""shrub_D""]","[""ZONE_D""]",32,KCS 34 30 10,식재기반 조성,2024,2024-12-10,2.1 토양 관련 재료; 3.1.1 일반식재기반 조성,"[""KCS 34 20 10"", ""KCS 34 40 05""]",식재용 토양·유효토심·배수 기반 검토. 토양 시험 및 현장 적합성은 미확인이다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2030%2010%3A2024-12-10
PK.50.30.A,교목 식재(구덩이 포함) / A구역,A_trees,0So0jbh9rNau6qaei8hHvw,PK.50.30,INSTALLATION,A,"[""A""]",4,ea,1.6923076923076925,"{""crew_landscaper"": 3, ""crew_general"": 1, ""excavator"": 1}",2.3636363636363633,2.3636363636363633,0.2954545454545454,0,0.15,2026_NORM_CONDITIONAL,"[""공통 4-3-5 교목식재(흉고직경/근원직경) / 인쇄96 / PDF152""]","[{""rate_key"": ""TREE_D"", ""quantity"": 1, ""daily_output"": 22, ""hours"": 0.36363636363636365, ""status"": ""SPEC_MATCHED""}, {""rate_key"": ""TREE_I"", ""quantity"": 2, ""daily_output"": 12, ""hours"": 1.3333333333333333, ""status"": ""SPEC_MATCHED""}, {""rate_key"": ""TREE_N"", ""quantity"": 1, ""daily_output"": 12, ""hours"": 0.6666666666666666, ""status"": ""SPEC_MATCHED""}]",굴착기 0.4㎥ 1대,식재구덩이 터파기·식재·되메우기·초기관수·지주목; 별도 pits 작업 삭제,"[""A_soil""]","{""A_soil"": 0}",[],"[""P2_D02"", ""P2_I04"", ""P2_I07"", ""P2_N02""]","[""ZONE_A""]",33,KCS 34 40 10,일반식재기반 식재,2024,2024-12-10,3.1.1 식재구덩이 굴착; 3.1.3 식재; 3.1.5 지주세우기; 3.1.7 관수,"[""KCS 34 40 05"", ""KCS 34 30 10""]",신규 교목의 굴착·식재·지주·관수. 규격·분 상태·식재시기를 함께 확인한다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10
PK.50.30.B,교목 식재(구덩이 포함) / B구역,B_trees,24LdlA5grQvwnUaOYHVOox,PK.50.30,INSTALLATION,B,"[""B""]",6,ea,2.4029126213592233,"{""crew_landscaper"": 3, ""crew_general"": 1, ""excavator"": 1}",2.496969696969697,2.496969696969697,0.31212121212121213,0,0.15,2026_NORM_CONDITIONAL,"[""공통 4-3-4 교목식재(수고) / 인쇄96 / PDF152"", ""공통 4-3-5 교목식재(흉고직경/근원직경) / 인쇄96 / PDF152""]","[{""rate_key"": ""TREE_D"", ""quantity"": 1, ""daily_output"": 22, ""hours"": 0.36363636363636365, ""status"": ""SPEC_MATCHED""}, {""rate_key"": ""TREE_I"", ""quantity"": 1, ""daily_output"": 12, ""hours"": 0.6666666666666666, ""status"": ""SPEC_MATCHED""}, {""rate_key"": ""TREE_N"", ""quantity"": 1, ""daily_output"": 12, ""hours"": 0.6666666666666666, ""status"": ""SPEC_MATCHED""}, {""rate_key"": ""TREE_T"", ""quantity"": 3, ""daily_output"": 30, ""hours"": 0.8, ""status"": ""CONDITIONAL_HEIGHT""}]",굴착기 0.4㎥ 1대,식재구덩이 터파기·식재·되메우기·초기관수·지주목; 별도 pits 작업 삭제,"[""B_soil""]","{""B_soil"": 0}",[],"[""P2_D01"", ""P2_I05"", ""P2_N03"", ""P2_T01"", ""P2_T02"", ""P2_T03""]","[""ZONE_B""]",33,KCS 34 40 10,일반식재기반 식재,2024,2024-12-10,3.1.1 식재구덩이 굴착; 3.1.3 식재; 3.1.5 지주세우기; 3.1.7 관수,"[""KCS 34 40 05"", ""KCS 34 30 10""]",신규 교목의 굴착·식재·지주·관수. 규격·분 상태·식재시기를 함께 확인한다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10
PK.50.30.C,교목 식재(구덩이 포함) / C구역,C_trees,2fkikDmWfJ1vR$Sq8fBH35,PK.50.30,INSTALLATION,C,"[""C""]",2,ea,1.5,"{""crew_landscaper"": 3, ""crew_general"": 1, ""excavator"": 1}",1.3333333333333333,1.3333333333333333,0.16666666666666666,0,0.1,2026_NORM_CONDITIONAL,"[""공통 4-3-5 교목식재(흉고직경/근원직경) / 인쇄96 / PDF152""]","[{""rate_key"": ""TREE_I"", ""quantity"": 1, ""daily_output"": 12, ""hours"": 0.6666666666666666, ""status"": ""SPEC_MATCHED""}, {""rate_key"": ""TREE_N"", ""quantity"": 1, ""daily_output"": 12, ""hours"": 0.6666666666666666, ""status"": ""SPEC_MATCHED""}]",굴착기 0.4㎥ 1대,식재구덩이 터파기·식재·되메우기·초기관수·지주목; 별도 pits 작업 삭제,"[""C_soil""]","{""C_soil"": 0}",[],"[""P2_I01"", ""P2_N01""]","[""ZONE_C""]",33,KCS 34 40 10,일반식재기반 식재,2024,2024-12-10,3.1.1 식재구덩이 굴착; 3.1.3 식재; 3.1.5 지주세우기; 3.1.7 관수,"[""KCS 34 40 05"", ""KCS 34 30 10""]",신규 교목의 굴착·식재·지주·관수. 규격·분 상태·식재시기를 함께 확인한다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10
PK.50.30.D,교목 식재(구덩이 포함) / D구역,D_trees,1EdgMDHArHZvmYZkI7HuMq,PK.50.30,INSTALLATION,D,"[""D""]",4,ea,1.6923076923076923,"{""crew_landscaper"": 3, ""crew_general"": 1, ""excavator"": 1}",2.3636363636363638,2.3636363636363638,0.29545454545454547,0,0.1,2026_NORM_CONDITIONAL,"[""공통 4-3-5 교목식재(흉고직경/근원직경) / 인쇄96 / PDF152""]","[{""rate_key"": ""TREE_D"", ""quantity"": 1, ""daily_output"": 22, ""hours"": 0.36363636363636365, ""status"": ""SPEC_MATCHED""}, {""rate_key"": ""TREE_I"", ""quantity"": 3, ""daily_output"": 12, ""hours"": 2.0, ""status"": ""SPEC_MATCHED""}]",굴착기 0.4㎥ 1대,식재구덩이 터파기·식재·되메우기·초기관수·지주목; 별도 pits 작업 삭제,"[""D_soil""]","{""D_soil"": 0}",[],"[""P2_D03"", ""P2_I02"", ""P2_I03"", ""P2_I06""]","[""ZONE_D""]",33,KCS 34 40 10,일반식재기반 식재,2024,2024-12-10,3.1.1 식재구덩이 굴착; 3.1.3 식재; 3.1.5 지주세우기; 3.1.7 관수,"[""KCS 34 40 05"", ""KCS 34 30 10""]",신규 교목의 굴착·식재·지주·관수. 규격·분 상태·식재시기를 함께 확인한다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10
PK.50.40.A,관목 식재 / A구역,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40,INSTALLATION,A,"[""A""]",138,ea,9.375,"{""crew_landscaper"": 3, ""crew_general"": 1}",14.72,14.72,1.84,0,0.03,2026_NORM_CONDITIONAL,"[""공통 4-2-2 관목식재(단식) / 인쇄93 / PDF149""]","[{""rate_key"": ""SHRUB_R"", ""quantity"": 70, ""daily_output"": 75, ""hours"": 7.466666666666667, ""status"": ""SPEC_MATCHED""}, {""rate_key"": ""SHRUB_S"", ""quantity"": 42, ""daily_output"": 75, ""hours"": 4.48, ""status"": ""SPEC_MATCHED""}, {""rate_key"": ""SHRUB_Y"", ""quantity"": 26, ""daily_output"": 75, ""hours"": 2.7733333333333334, ""status"": ""SPEC_MATCHED""}]",품셈 표상 장비 없음,기존 작업 범위; 세부 내역은 검토서 참조,"[""A_finish""]","{""A_finish"": 0}",[],"[""P2_R02-001"", ""P2_R02-002"", ""P2_R02-003"", ""P2_R02-004"", ""P2_R02-005"", ""P2_R02-006"", ""P2_R02-007"", ""P2_R02-008"", ""P2_R02-009"", ""P2_R02-010"", ""P2_R02-011"", ""P2_R02-012"", ""P2_R02-013"", ""P2_R02-014"", ""P2_R02-015"", ""P2_R02-016"", ""P2_R02-017"", ""P2_R02-018"", ""P2_R02-019"", ""P2_R02-020"", ""P2_R02-021"", ""P2_R02-022"", ""P2_R02-023"", ""P2_R02-024"", ""P2_R02-025"", ""P2_R02-026"", ""P2_R02-027"", ""P2_R02-028"", ""P2_R02-029"", ""P2_R02-030"", ""P2_R02-031"", ""P2_R02-032"", ""P2_R02-033"", ""P2_R02-034"", ""P2_R02-035"", ""P2_R02-036"", ""P2_R02-037"", ""P2_R03-008"", ""P2_R03-009"", ""P2_R03-010"", ""P2_R03-011"", ""P2_R03-012"", ""P2_R03-025"", ""P2_R03-026"", ""P2_R03-027"", ""P2_R03-028"", ""P2_R03-029"", ""P2_R03-030"", ""P2_R03-031"", ""P2_R03-032"", ""P2_R03-033"", ""P2_R03-034"", ""P2_R03-035"", ""P2_R03-036"", ""P2_R03-050"", ""P2_R03-051"", ""P2_R03-052"", ""P2_R03-053"", ""P2_R03-054"", ""P2_R03-055"", ""P2_R03-056"", ""P2_R03-057"", ""P2_R03-058"", ""P2_R03-059"", ""P2_R03-060"", ""P2_R03-072"", ""P2_R03-073"", ""P2_R03-074"", ""P2_R03-075"", ""P2_R03-076"", ""P2_S02-005"", ""P2_S02-006"", ""P2_S02-007"", ""P2_S02-008"", ""P2_S02-009"", ""P2_S02-010"", ""P2_S02-011"", ""P2_S02-012"", ""P2_S02-013"", ""P2_S02-014"", ""P2_S02-026"", ""P2_S02-027"", ""P2_S02-028"", ""P2_S02-029"", ""P2_S02-030"", ""P2_S02-031"", ""P2_S02-032"", ""P2_S02-033"", ""P2_S02-034"", ""P2_S02-035"", ""P2_S02-036"", ""P2_S02-037"", ""P2_S02-038"", ""P2_S02-039"", ""P2_S02-040"", ""P2_S02-041"", ""P2_S02-052"", ""P2_S02-053"", ""P2_S02-054"", ""P2_S02-055"", ""P2_S02-056"", ""P2_S02-057"", ""P2_S02-058"", ""P2_S02-059"", ""P2_S02-060"", ""P2_S02-061"", ""P2_S02-062"", ""P2_S02-063"", ""P2_S02-064"", ""P2_S02-065"", ""P2_S02-066"", ""P2_S02-067"", ""P2_Y04-001"", ""P2_Y04-002"", ""P2_Y04-003"", ""P2_Y04-004"", ""P2_Y04-005"", ""P2_Y04-006"", ""P2_Y04-007"", ""P2_Y04-008"", ""P2_Y04-009"", ""P2_Y04-010"", ""P2_Y04-011"", ""P2_Y04-012"", ""P2_Y04-013"", ""P2_Y04-014"", ""P2_Y04-015"", ""P2_Y04-016"", ""P2_Y04-017"", ""P2_Y04-018"", ""P2_Y04-019"", ""P2_Y04-020"", ""P2_Y04-021"", ""P2_Y04-022"", ""P2_Y04-023"", ""P2_Y04-024"", ""P2_Y04-025"", ""P2_Y04-026""]","[""ZONE_A""]",53,KCS 34 40 10,일반식재기반 식재,2024,2024-12-10,3.1.1 식재구덩이 굴착; 3.1.3 식재; 3.1.7 관수,"[""KCS 34 40 05"", ""KCS 34 30 10""]",관목의 배식 간격·식재·관수. 품셈의 단식/군식 판정과 시방 적용은 서로 다른 정보이다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10
PK.50.40.B,관목 식재 / B구역,B_shrubs,0C8tSAGf9OcwiEKQo3xru7,PK.50.40,INSTALLATION,B,"[""B""]",221,ea,9.375,"{""crew_landscaper"": 3, ""crew_general"": 1}",23.573333333333334,23.573333333333334,2.9466666666666668,0,0.03,2026_NORM_CONDITIONAL,"[""공통 4-2-2 관목식재(단식) / 인쇄93 / PDF149""]","[{""rate_key"": ""SHRUB_R"", ""quantity"": 43, ""daily_output"": 75, ""hours"": 4.586666666666667, ""status"": ""SPEC_MATCHED""}, {""rate_key"": ""SHRUB_S"", ""quantity"": 133, ""daily_output"": 75, ""hours"": 14.186666666666667, ""status"": ""SPEC_MATCHED""}, {""rate_key"": ""SHRUB_Y"", ""quantity"": 45, ""daily_output"": 75, ""hours"": 4.8, ""status"": ""SPEC_MATCHED""}]",품셈 표상 장비 없음,기존 작업 범위; 세부 내역은 검토서 참조,"[""B_finish""]","{""B_finish"": 0}",[],"[""P2_R03-001"", ""P2_R03-002"", ""P2_R03-003"", ""P2_R03-004"", ""P2_R03-005"", ""P2_R03-006"", ""P2_R03-007"", ""P2_R03-013"", ""P2_R03-014"", ""P2_R03-015"", ""P2_R03-016"", ""P2_R03-017"", ""P2_R03-018"", ""P2_R03-019"", ""P2_R03-020"", ""P2_R03-021"", ""P2_R03-022"", ""P2_R03-023"", ""P2_R03-024"", ""P2_R03-037"", ""P2_R03-038"", ""P2_R03-039"", ""P2_R03-040"", ""P2_R03-041"", ""P2_R03-042"", ""P2_R03-043"", ""P2_R03-044"", ""P2_R03-045"", ""P2_R03-046"", ""P2_R03-047"", ""P2_R03-048"", ""P2_R03-049"", ""P2_R03-061"", ""P2_R03-062"", ""P2_R03-063"", ""P2_R03-064"", ""P2_R03-065"", ""P2_R03-066"", ""P2_R03-067"", ""P2_R03-068"", ""P2_R03-069"", ""P2_R03-070"", ""P2_R03-071"", ""P2_S01-003"", ""P2_S01-004"", ""P2_S01-005"", ""P2_S01-006"", ""P2_S01-007"", ""P2_S01-008"", ""P2_S01-009"", ""P2_S01-010"", ""P2_S01-011"", ""P2_S01-012"", ""P2_S01-013"", ""P2_S01-014"", ""P2_S01-015"", ""P2_S01-016"", ""P2_S01-017"", ""P2_S01-018"", ""P2_S01-019"", ""P2_S01-020"", ""P2_S01-021"", ""P2_S01-022"", ""P2_S01-023"", ""P2_S01-024"", ""P2_S01-025"", ""P2_S01-026"", ""P2_S01-027"", ""P2_S01-028"", ""P2_S01-029"", ""P2_S01-030"", ""P2_S01-031"", ""P2_S01-032"", ""P2_S01-033"", ""P2_S01-034"", ""P2_S01-035"", ""P2_S01-036"", ""P2_S01-037"", ""P2_S01-038"", ""P2_S01-039"", ""P2_S01-040"", ""P2_S01-041"", ""P2_S01-042"", ""P2_S01-043"", ""P2_S01-044"", ""P2_S01-045"", ""P2_S01-046"", ""P2_S01-047"", ""P2_S01-048"", ""P2_S01-049"", ""P2_S01-050"", ""P2_S01-051"", ""P2_S01-052"", ""P2_S01-053"", ""P2_S01-054"", ""P2_S01-055"", ""P2_S01-056"", ""P2_S01-057"", ""P2_S01-058"", ""P2_S01-059"", ""P2_S01-060"", ""P2_S01-061"", ""P2_S01-062"", ""P2_S01-063"", ""P2_S01-064"", ""P2_S01-065"", ""P2_S01-066"", ""P2_S01-067"", ""P2_S01-068"", ""P2_S01-069"", ""P2_S01-070"", ""P2_S01-071"", ""P2_S01-072"", ""P2_S01-073"", ""P2_S01-074"", ""P2_S01-075"", ""P2_S01-076"", ""P2_S01-077"", ""P2_S01-078"", ""P2_S01-079"", ""P2_S01-080"", ""P2_S01-081"", ""P2_S01-082"", ""P2_S01-083"", ""P2_S01-084"", ""P2_S01-085"", ""P2_S01-086"", ""P2_S01-087"", ""P2_S01-088"", ""P2_S01-089"", ""P2_S01-090"", ""P2_S01-091"", ""P2_S01-092"", ""P2_S01-093"", ""P2_S01-094"", ""P2_S01-095"", ""P2_S02-001"", ""P2_S02-002"", ""P2_S02-003"", ""P2_S02-004"", ""P2_S02-015"", ""P2_S02-016"", ""P2_S02-017"", ""P2_S02-018"", ""P2_S02-019"", ""P2_S02-020"", ""P2_S02-021"", ""P2_S02-022"", ""P2_S02-023"", ""P2_S02-024"", ""P2_S02-025"", ""P2_S02-042"", ""P2_S02-043"", ""P2_S02-044"", ""P2_S02-045"", ""P2_S02-046"", ""P2_S02-047"", ""P2_S02-048"", ""P2_S02-049"", ""P2_S02-050"", ""P2_S02-051"", ""P2_S02-068"", ""P2_S02-069"", ""P2_S02-070"", ""P2_S02-071"", ""P2_S02-072"", ""P2_S02-073"", ""P2_S02-074"", ""P2_S02-075"", ""P2_S02-076"", ""P2_S02-077"", ""P2_S02-078"", ""P2_S02-079"", ""P2_S02-080"", ""P2_S02-081"", ""P2_S02-082"", ""P2_Y05-004"", ""P2_Y05-005"", ""P2_Y05-006"", ""P2_Y05-007"", ""P2_Y05-008"", ""P2_Y05-009"", ""P2_Y05-010"", ""P2_Y05-011"", ""P2_Y05-012"", ""P2_Y05-013"", ""P2_Y05-014"", ""P2_Y05-015"", ""P2_Y05-016"", ""P2_Y05-017"", ""P2_Y05-018"", ""P2_Y05-019"", ""P2_Y05-020"", ""P2_Y05-021"", ""P2_Y05-022"", ""P2_Y05-023"", ""P2_Y05-024"", ""P2_Y05-025"", ""P2_Y05-026"", ""P2_Y05-027"", ""P2_Y05-028"", ""P2_Y05-029"", ""P2_Y05-030"", ""P2_Y05-031"", ""P2_Y05-032"", ""P2_Y05-033"", ""P2_Y05-034"", ""P2_Y05-035"", ""P2_Y05-036"", ""P2_Y05-037"", ""P2_Y05-038"", ""P2_Y05-039"", ""P2_Y05-040"", ""P2_Y05-041"", ""P2_Y05-042"", ""P2_Y05-043"", ""P2_Y05-044"", ""P2_Y05-045"", ""P2_Y05-046"", ""P2_Y05-047"", ""P2_Y05-048""]","[""ZONE_B""]",53,KCS 34 40 10,일반식재기반 식재,2024,2024-12-10,3.1.1 식재구덩이 굴착; 3.1.3 식재; 3.1.7 관수,"[""KCS 34 40 05"", ""KCS 34 30 10""]",관목의 배식 간격·식재·관수. 품셈의 단식/군식 판정과 시방 적용은 서로 다른 정보이다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10
